Title,Authors,Published Date,Summary,ArXiv URL,PDF URL,ArXiv ID,Timestamp
LCS: An AI-based Low-Complexity Scaler for Power-Efficient Super-Resolution of Game Content,"Simon Pochinda, Momen K. Tageldeen, Mark Thompson, Tony Rinaldi, Troy Giorshev, Keith Lee, Jie Zhou, Frederick Walls",2025-07-30 17:47:25,"The increasing complexity of content rendering in modern games has led to a
problematic growth in the workload of the GPU. In this paper, we propose an
AI-based low-complexity scaler (LCS) inspired by state-of-the-art efficient
super-resolution (ESR) models which could offload the workload on the GPU to a
low-power device such as a neural processing unit (NPU). The LCS is trained on
GameIR image pairs natively rendered at low and high resolution. We utilize
adversarial training to encourage reconstruction of perceptually important
details, and apply reparameterization and quantization techniques to reduce
model complexity and size. In our comparative analysis we evaluate the LCS
alongside the publicly available AMD hardware-based Edge Adaptive Scaling
Function (EASF) and AMD FidelityFX Super Resolution 1 (FSR1) on five different
metrics, and find that the LCS achieves better perceptual quality,
demonstrating the potential of ESR models for upscaling on resource-constrained
devices.",http://arxiv.org/abs/2507.22873v1,http://arxiv.org/pdf/2507.22873v1,http://arxiv.org/abs/2507.22873v1,2025-07-31T20:15:00.193573
Tracking research software outputs in the UK,"Domhnall Carlin, Austen Rainer",2025-07-30 17:46:47,"Research software is crucial in the research process and the growth of Open
Science underscores the importance of accessing research artifacts, like data
and code, raising traceability challenges among outputs. While it is a clear
principle that research code, along with other essential outputs, should be
recognised as artifacts of the research process, the how of this principle
remains variable. This study examines where UK academic institutions store and
register software as a unique research output, searching the UKRI's Gateway to
Research (GtR) metadata for publicly funded research software in the UK. The
quantity of software reported as research outcomes remains low in proportion to
other categories. Artifact sharing appears low, with one-quarter of the
reported software having no links and 45% having either a missing or erroneous
URL. Of the valid URLs, we find the single largest category is Public
Commercial Code Repository, with GitHub being the host of 18% of all publicly
funded research software listed. These observations are contrasted with past
findings from 2023 and finally, we discuss the lack of artifact sharing in UK
research, with resulting implications for the maintenance and evolution of
research software. Without dissemination, research software risks demotion to a
transient artifact, useful only to meet short term research demands but
ultimately lost to the broader enterprise of science.",http://arxiv.org/abs/2507.22871v1,http://arxiv.org/pdf/2507.22871v1,http://arxiv.org/abs/2507.22871v1,2025-07-31T20:15:00.198775
Sulfur oxides tracing streamers and shocks at low mass protostellar disk-envelope interfaces,"X. -C. Liu, E. F. van Dishoeck, M. R. Hogerheijde, M. L. van Gelder, Y. Chen, T. Liu, M. van't Hoff, M. N. Drozdovskaya, E. Artur de la Villarmois, X. -F. Mai, Ł. Tychoniec",2025-07-30 17:46:15,"Accretion shocks are thought to play a crucial role in the early stages of
star and planet formation, but their direct observational evidence remains
elusive, particularly regarding the molecular tracers of these processes. In
this work, we searched for features of accretion shocks by observing the
emission of SO and SO$_2$ using ALMA in Band 6 towards nearby Class I
protostars. We analyze the SO and SO$_2$ emission from Oph IRS 63, DK Cha, and
L1527, which have different disk inclination angles, ranging from nearly
face-on to edge-on. SO emission is found to be concentrated in rings at the
centrifugal barriers of the infalling envelopes. These rings are projected onto
the plane of the sky as ellipses or parallel slabs, depending on the
inclination angles. Spiral-like streamers with SO emission are also common,
with warm ($T_{\rm ex} > 50$ K) and even hot ($T_{\rm ex} \gtrsim 100$ K) spots
or segments of SO$_2$ observed near the centrifugal barriers. Inspired by these
findings, we present a model that consistently explains the accretion shock
traced by SO and SO$_2$, where the shock occurs primarily in two regions: (1)
the centrifugal barriers, and (2) the surface of the disk-like inner envelope
outside the centrifugal barrier. The outer envelope gains angular momentum
through outflows, causing it to fall onto the midplane at or outside the
centrifugal barrier, leading to a disk-like inner envelope that is
pressure-confined by the accretion shock and moves in a rotating-and-infalling
motion. We classify the streamers into two types--those in the midplane and
those off the midplane. These streamers interact with the inner envelopes in
different ways, resulting in different patterns of shocked regions. We suggest
that the shock-related chemistry at the surfaces of the disk and the disk-like
inner envelope warrants further special attention.",http://arxiv.org/abs/2507.22870v1,http://arxiv.org/pdf/2507.22870v1,http://arxiv.org/abs/2507.22870v1,2025-07-31T20:15:00.198775
Inference on Common Trends in a Cointegrated Nonlinear SVAR,"James A. Duffy, Xiyu Jiao",2025-07-30 17:44:07,"We consider the problem of performing inference on the number of common
stochastic trends when data is generated by a cointegrated CKSVAR (a
two-regime, piecewise-linear SVAR; Mavroeidis, 2021), using a modified version
of the Breitung (2002) multivariate variance ratio test that is robust to the
presence of nonlinear cointegration (of a known form). To derive the
asymptotics of our test statistic, we prove a fundamental LLN-type result for a
class of stable but nonstationary autoregressive processes, using a novel dual
linear process approximation. We show that our modified test yields correct
inferences regarding the number of common trends in such a system, whereas the
unmodified test tends to infer a higher number of common trends than are
actually present, when cointegrating relations are nonlinear.",http://arxiv.org/abs/2507.22869v1,http://arxiv.org/pdf/2507.22869v1,http://arxiv.org/abs/2507.22869v1,2025-07-31T20:15:00.204532
All-polarisation beamsplitters for interferometer applications,"S. L. Kranzhoff, Z. Van Ranst, J. De Bolle, S. Coessens, S. L. Danilishin, C. Detavernier, P. F. Smet, A. P. Spencer, J. Steinlechner, S. Steinlechner, M. Vardaro, S. Hild",2025-07-30 17:41:27,"Optical beamsplitters with similar properties for orthogonal, linear
polarisation modes are required for realising polarisation-based speedmeter
schemes to reduce back-action noise in gravitational-wave interferometers. In
this paper, we investigate two beamsplitter coatings obtained from Laseroptik
GmbH and Optoman on a best-effort basis that aim for a 50/50 power splitting
ratio and equal overall phase shift for two orthogonal, linear polarisation
modes interacting with the optic. We show that while Laseroptik GmbH opted for
coating stack with 22 alternating layers of Ta2O5 and SiO2, Optoman produced a
much thinner coating made of 5 SiO2 and SiOx (0 < x < 2) layers. With these
strategies, the Laseroptik coating achieves an equal power reflectivity of 51%
at 46 deg angle of incidence, and zero phase shift between both polarisations
at 44.25 deg angle of incidence. The Optoman coating achieves power
reflectivities of 49% for s-polarisation and 51% for p-polarisation with a
differential phase shift around 5 deg largely independent of the angle of
incidence.",http://arxiv.org/abs/2507.22866v1,http://arxiv.org/pdf/2507.22866v1,http://arxiv.org/abs/2507.22866v1,2025-07-31T20:15:00.206855
Age of Estimates: When to Submit Jobs to a Markov Machine to Maximize Revenue,"Sahan Liyanaarachchi, Sennur Ulukus",2025-07-30 17:41:14,"With the dawn of AI factories ushering a new era of computing supremacy,
development of strategies to effectively track and utilize the available
computing resources is garnering utmost importance. These computing resources
are often modeled as Markov sources, which oscillate between free and busy
states, depending on their internal load and external utilization, and are
commonly referred to as Markov machines (MMs). Most of the prior work solely
focuses on the problem of tracking these MMs, while often assuming a
rudimentary decision process that governs their utilization. Our key
observation is that the ultimate goal of tracking a MM is to properly utilize
it. In this work, we consider the problem of maximizing the utility of a MM,
where the utility is defined as the average revenue generated by the MM.
Assuming a Poisson job arrival process and a query-based sampling procedure to
sample the state of the MM, we find the optimal times to submit the available
jobs to the MM so as to maximize the average revenue generated per unit job. We
show that, depending on the parameters of the MM, the optimal policy is in the
form of either a \emph{threshold policy} or a \emph{switching policy} based on
the \emph{age of our estimate} of the state of the MM.",http://arxiv.org/abs/2507.22865v1,http://arxiv.org/pdf/2507.22865v1,http://arxiv.org/abs/2507.22865v1,2025-07-31T20:15:00.206855
Complex topologies in phase separated droplets predicted from universal phase diagram,"Amit Kumar, Gary H. Karpen, Samuel A. Safran",2025-07-30 17:37:21,"Phase separation of two phase separating solutes in a common solvent can
result in mesoscale (micron-sized) droplets with complex topologies of the
domains of each solute within each droplet. Such topologies have been observed
in-vitro in systems of chromatin oligomers, biomolecular condensates, and
polymeric mixtures. In these systems the solutes phase separate from the
solvent into droplets due to the relatively large free energy gain, which
includes the energies and entropies of mixing with the solvent. Within each
droplet, further phase separation can occur between the two solutes due to an
additional free energy difference that promotes their demixing; in some
systems, the extent of demixing can be, in some cases, be modulated by an
additional component. The minimal free energy topologies are predicted as
universal functions of the interfacial tension ratios and fractions of each
solute within a droplet. We compare the predictions with several experimental
systems to estimate the ranges of interfacial tensions. Experimental aspects
that may depend on the kinetics or molecular weight variations in the system
are also discussed.",http://arxiv.org/abs/2507.22860v1,http://arxiv.org/pdf/2507.22860v1,http://arxiv.org/abs/2507.22860v1,2025-07-31T20:15:00.206855
Synchronization of mean-field models on the circle,"Yury Polyanskiy, Philippe Rigollet, Andrew Yao",2025-07-30 17:31:57,"This paper considers a mean-field model of $n$ interacting particles whose
state space is the unit circle, a generalization of the classical Kuramoto
model. Global synchronization is said to occur if after starting from almost
any initial state, all particles coalesce to a common point on the circle. We
propose a general synchronization criterion in terms of $L_1$-norm of the third
derivative of the particle interaction function. As an application we resolve a
conjecture for the so-called self-attention dynamics (stylized model of
transformers), by showing synchronization for all $\beta \ge -0.16$, which
significantly extends the previous bound of $0\le \beta \le 1$ from
Criscitiello, Rebjock, McRae, and Boumal (2024). We also show that global
synchronization does not occur when $\beta < -2/3$.",http://arxiv.org/abs/2507.22857v1,http://arxiv.org/pdf/2507.22857v1,http://arxiv.org/abs/2507.22857v1,2025-07-31T20:15:00.206855
Federated Learning on Riemannian Manifolds: A Gradient-Free Projection-Based Approach,"Hongye Wang, Zhaoye Pan, Chang He, Jiaxiang Li, Bo Jiang",2025-07-30 17:24:27,"Federated learning (FL) has emerged as a powerful paradigm for collaborative
model training across distributed clients while preserving data privacy.
However, existing FL algorithms predominantly focus on unconstrained
optimization problems with exact gradient information, limiting its
applicability in scenarios where only noisy function evaluations are accessible
or where model parameters are constrained. To address these challenges, we
propose a novel zeroth-order projection-based algorithm on Riemannian manifolds
for FL. By leveraging the projection operator, we introduce a computationally
efficient zeroth-order Riemannian gradient estimator. Unlike existing
estimators, ours requires only a simple Euclidean random perturbation,
eliminating the need to sample random vectors in the tangent space, thus
reducing computational cost. Theoretically, we first prove the approximation
properties of the estimator and then establish the sublinear convergence of the
proposed algorithm, matching the rate of its first-order counterpart.
Numerically, we first assess the efficiency of our estimator using kernel
principal component analysis. Furthermore, we apply the proposed algorithm to
two real-world scenarios: zeroth-order attacks on deep neural networks and
low-rank neural network training to validate the theoretical findings.",http://arxiv.org/abs/2507.22855v1,http://arxiv.org/pdf/2507.22855v1,http://arxiv.org/abs/2507.22855v1,2025-07-31T20:15:00.214881
A Bit of Freedom Goes a Long Way: Classical and Quantum Algorithms for Reinforcement Learning under a Generative Model,"Andris Ambainis, Joao F. Doriguello, Debbie Lim",2025-07-30 17:24:23,"We propose novel classical and quantum online algorithms for learning
finite-horizon and infinite-horizon average-reward Markov Decision Processes
(MDPs). Our algorithms are based on a hybrid exploration-generative
reinforcement learning (RL) model wherein the agent can, from time to time,
freely interact with the environment in a generative sampling fashion, i.e., by
having access to a ""simulator"". By employing known classical and new quantum
algorithms for approximating optimal policies under a generative model within
our learning algorithms, we show that it is possible to avoid several paradigms
from RL like ""optimism in the face of uncertainty"" and ""posterior sampling"" and
instead compute and use optimal policies directly, which yields better regret
bounds compared to previous works. For finite-horizon MDPs, our quantum
algorithms obtain regret bounds which only depend logarithmically on the number
of time steps $T$, thus breaking the $O(\sqrt{T})$ classical barrier. This
matches the time dependence of the prior quantum works of Ganguly et al.
(arXiv'23) and Zhong et al. (ICML'24), but with improved dependence on other
parameters like state space size $S$ and action space size $A$. For
infinite-horizon MDPs, our classical and quantum bounds still maintain the
$O(\sqrt{T})$ dependence but with better $S$ and $A$ factors. Nonetheless, we
propose a novel measure of regret for infinite-horizon MDPs with respect to
which our quantum algorithms have $\operatorname{poly}\log{T}$ regret,
exponentially better compared to classical algorithms. Finally, we generalise
all of our results to compact state spaces.",http://arxiv.org/abs/2507.22854v1,http://arxiv.org/pdf/2507.22854v1,http://arxiv.org/abs/2507.22854v1,2025-07-31T20:15:00.214881
